,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN7,4G,1,12,798.0,1041.0,1873.0,2004.0,1317.0,1531.0,1438.32,1508.2,1875.45,1875.18,1889.31,1894.06,1883.95,1893.98,1923.76,1895.28,1571.19,1573.1,1593.87,1587.14,204.88,205.01,204.96,205.29,204.81,205.06,205.68,205.09,170.0,169.62,170.23,170.2
1,CN7,4G,2,12,850.0,1040.0,1788.0,2110.0,1254.0,1440.0,1372.43,2850.8,4141.18,4088.39,4077.74,4071.58,4034.77,3964.02,3999.89,4034.43,3541.04,3518.88,3533.16,3518.47,444.13,446.15,444.76,441.38,431.96,431.94,431.5,432.93,382.31,379.49,380.33,379.47
2,CN7,4G,4,12,1018.0,1306.0,1824.0,2442.0,1192.0,1362.0,1283.73,5285.6,6802.22,6768.65,6791.83,6819.32,5907.98,5892.03,5942.54,5961.74,5881.73,5893.56,5871.85,5865.51,810.31,809.1,809.77,809.58,702.76,704.89,705.04,705.26,704.0,704.72,705.06,703.13
3,CN7,4G,8,12,1132.0,24878.0,27866.0,28469.0,415.0,1327.0,804.2,6512.6,8702.98,8751.66,8533.33,8730.15,8739.77,8861.35,8863.83,8806.39,8770.46,8754.15,8786.26,8789.36,1039.17,1046.53,1018.58,1036.85,1048.8,1054.92,1059.37,1049.18,1060.4,1057.59,1060.72,1057.03
4,CN7,4G,16,12,18009.0,33791.0,55627.0,77333.0,206.0,1148.0,342.59,5582.6,9791.7,9729.27,9815.29,9820.21,9760.73,9709.23,9800.39,9740.71,9644.91,9837.27,9583.09,9616.51,1185.91,1179.39,1191.41,1190.21,1188.69,1174.98,1192.59,1185.7,1176.98,1199.05,1166.3,1169.95
5,CN7,8G,1,12,753.0,932.0,1689.0,2278.0,1330.0,1545.0,1475.54,1548.2,2706.21,2668.88,2720.44,2702.55,2656.36,2725.13,2730.53,2675.19,2635.22,2639.13,2644.33,2658.86,288.55,286.97,289.57,288.06,286.33,288.13,289.11,287.84,282.08,282.64,282.61,282.57
6,CN7,8G,2,12,836.0,982.0,1673.0,2087.0,1270.0,1472.0,1381.32,2880.4,5424.36,5396.13,5415.36,5552.94,5315.28,5330.48,5240.77,5323.31,4856.01,4919.37,4942.13,4989.6,578.98,578.16,578.16,577.62,566.65,565.9,565.87,566.22,522.71,524.12,526.15,525.22
7,CN7,8G,4,12,1023.0,1286.0,1791.0,2232.0,1200.0,1351.0,1280.97,5304.0,8510.38,8561.25,8448.46,8539.47,8669.23,8573.47,8726.24,8838.7,8175.63,8155.29,8229.96,8273.62,1018.61,1023.63,1015.34,1012.8,1041.2,1024.84,1040.36,1051.67,996.58,985.15,997.07,998.34
8,CN7,8G,8,12,4747.0,21470.0,31510.0,51590.0,393.0,1336.0,633.4,5241.6,9583.42,9722.39,9628.15,9659.49,9471.22,9433.89,9464.16,9511.26,9515.54,9616.57,9630.12,9491.27,1156.12,1170.59,1162.71,1163.44,1139.43,1132.88,1137.35,1139.68,1164.56,1170.05,1171.03,1162.81
9,CN7,8G,16,12,20998.0,38955.0,61918.0,87556.0,197.0,1160.0,287.1,4788.2,10363.46,10145.99,10230.13,10079.52,10176.25,10199.27,10170.81,10253.02,10121.52,10144.64,10095.1,9965.46,1264.76,1237.91,1252.35,1232.25,1241.63,1245.69,1242.1,1253.05,1241.52,1242.15,1238.14,1222.62
