,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN9,4G,1,12,986.0,1188.0,1892.0,2055.0,1162.0,1369.0,1280.57,1346.4,1933.9,1928.77,1927.0,1915.44,1935.05,1941.02,1927.11,1919.9,1771.35,1763.35,1762.13,1777.35,211.45,212.08,210.9,210.87,211.35,213.05,211.2,210.38,190.35,190.9,190.12,190.3
1,CN9,4G,1,48,904.0,1440.0,1883.0,2083.0,1157.0,1342.0,1271.6,1337.6,1980.09,1951.92,1984.21,1996.58,1952.72,1924.44,1963.61,2005.4,1847.21,1804.11,1835.0,1801.93,216.64,216.92,216.07,216.44,214.98,214.43,215.05,214.99,194.96,195.05,193.45,193.0
2,CN9,4G,2,12,900.0,1077.0,1791.0,2061.0,1176.0,1330.0,1272.5,2649.8,3941.42,3911.88,3917.37,3934.58,3813.72,3786.28,3840.22,3832.14,3515.97,3497.56,3564.98,3487.78,430.27,430.83,431.22,429.74,416.46,416.01,420.17,418.96,379.77,380.76,381.88,380.27
3,CN9,4G,2,48,889.0,1358.0,2212.0,6344.0,1101.0,1320.0,1263.73,2638.2,4221.72,4152.75,4196.85,4238.72,3854.16,3823.35,3896.15,3843.83,3763.61,3696.46,3760.95,3685.95,446.08,446.08,445.34,446.79,405.8,406.18,411.37,406.21,392.03,392.42,392.3,392.25
4,CN9,4G,4,12,1029.0,1273.0,1879.0,3929.0,1151.0,1291.0,1231.31,5059.8,7344.38,7342.0,7368.17,7354.53,6506.62,6540.83,6371.95,6461.8,6935.45,6897.43,6943.46,6762.93,887.49,886.95,888.25,888.35,764.77,772.18,753.32,763.93,775.56,775.25,776.27,771.31
5,CN9,4G,4,48,1079.0,1470.0,2935.0,7891.0,1055.0,1271.0,1196.8,4969.4,7221.29,7198.32,7190.24,7167.14,6607.06,6540.4,6534.01,6570.18,6886.98,6984.42,6962.99,6817.79,861.94,861.56,861.69,859.03,784.49,779.11,783.12,783.44,794.54,794.25,794.31,794.41
6,CN9,4G,8,12,1168.0,7325.0,44722.0,69993.0,356.0,1315.0,841.22,6770.4,8944.69,8963.77,8882.1,8903.46,8850.87,9158.22,9001.09,9099.56,9089.69,9598.6,9397.41,9206.96,1090.2,1087.78,1079.89,1084.67,1060.3,1089.83,1078.79,1084.64,1076.37,1133.15,1114.09,1090.28
7,CN9,4G,8,48,1135.0,17665.0,33738.0,35809.0,414.0,1314.0,859.14,6909.4,8900.67,8967.74,8910.13,8948.2,9006.25,9094.45,9002.58,9121.86,9228.07,9180.62,9458.56,9172.18,1065.73,1073.38,1069.62,1071.34,1050.28,1058.99,1045.03,1065.03,1108.15,1096.67,1131.55,1101.36
8,CN9,4G,16,12,18036.0,35652.0,72090.0,124571.0,213.0,1129.0,354.51,5864.2,10084.2,10164.01,10089.98,10161.82,10217.99,10219.93,10214.41,10221.35,10272.53,10349.55,10395.53,10192.38,1228.63,1234.01,1229.15,1238.06,1243.06,1243.02,1236.94,1239.33,1254.83,1261.58,1267.84,1244.58
9,CN9,4G,16,48,18062.0,37723.0,77018.0,113666.0,190.0,1108.0,333.12,5532.4,10084.48,10071.88,10133.15,10010.22,10215.76,10265.74,10250.11,10280.25,10396.45,10391.73,10511.38,10351.91,1209.6,1193.98,1215.39,1202.06,1232.83,1233.89,1222.03,1238.76,1256.65,1248.79,1266.45,1248.37
10,CN9,8G,1,12,861.0,1100.0,1830.0,2065.0,1198.0,1372.0,1310.25,1376.4,2669.16,2645.08,2624.66,2628.84,2641.08,2656.5,2660.12,2640.1,2538.94,2504.98,2483.39,2547.84,289.85,289.08,287.9,287.81,288.01,289.37,288.61,286.56,272.93,272.09,270.93,274.22
