,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write
106,CN8,32G,4,12,5616.0,13383.0,23200.0,38876.0,478.0,1406.0,697.79,2874.6,10510.94,10533.74,10529.72,10433.89,1268.53,1276.2,1268.06,1249.83,10434.63,10451.26,10361.7,10518.66,1255.49,1257.66,1246.91,1272.65
107,CN8,32G,4,24,5984.0,14457.0,25402.0,40947.0,469.0,1410.0,671.83,2755.4,10120.32,10081.48,10196.71,10246.83,1220.12,1221.85,1226.53,1230.59,10130.13,10266.08,10204.8,10186.61,1226.19,1220.18,1228.37,1218.28
108,CN8,32G,8,1,8356.0,15533.0,26870.0,66847.0,125.0,1514.0,403.23,2675.0,10130.46,10207.83,10593.33,10389.31,1230.18,1231.24,1234.99,1233.23,10180.16,10567.35,10493.49,10381.9,1229.75,1234.32,1233.86,1231.92
109,CN8,32G,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,CN8,32G,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,CN8,32G,8,8,16437.0,24511.0,37906.0,54159.0,241.0,1250.0,342.26,2836.6,10850.24,10821.27,10810.62,10737.08,1307.45,1306.78,1313.39,1280.4,10862.99,10877.77,10820.84,10740.29,1308.67,1308.63,1306.67,1298.68
112,CN8,32G,8,12,16528.0,24406.0,38326.0,61132.0,199.0,1314.0,345.48,2725.6,10469.06,10127.14,10455.64,10479.81,1251.85,1201.34,1264.31,1260.35,10490.5,10497.83,10468.72,10433.4,1272.85,1260.32,1255.73,1254.96
113,CN8,32G,8,24,17302.0,25245.0,40842.0,61656.0,206.0,1409.0,334.77,2704.2,10434.7,10362.64,10300.46,10347.43,1255.62,1253.69,1249.28,1252.83,10292.69,10313.11,10310.39,10322.28,1240.15,1242.65,1244.06,1245.22
114,CN8,32G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,CN8,32G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,CN8,32G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,CN8,32G,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,CN8,32G,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,CN8,32G,16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
