,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN8,4G,1,12,833.0,1099.0,2327.0,7819.0,1290.0,1502.0,1407.29,1477.4,1943.43,1971.33,1917.11,1946.35,1939.86,1962.6,1962.61,1958.39,1967.32,1928.67,1941.68,1954.67,211.09,211.35,210.85,210.85,210.93,209.51,210.61,210.99,210.89,210.86,211.01,210.98
1,CN8,4G,2,12,1028.0,1283.0,1719.0,2051.0,1198.0,1370.0,1296.37,2691.8,3766.11,3712.05,3735.92,3748.83,3757.05,3764.99,3745.74,3688.13,3277.33,3259.19,3240.63,3241.71,398.23,397.16,398.4,398.29,399.52,398.02,399.11,396.91,348.63,348.4,348.32,348.22
2,CN8,4G,4,12,905.0,1058.0,1766.0,4738.0,1231.0,1415.0,1349.09,5558.0,5369.23,5324.02,5412.67,5314.65,5509.01,5534.28,5538.68,5460.28,5753.75,5896.18,5978.64,5945.8,564.48,561.83,570.72,564.91,582.53,582.83,586.36,580.22,605.13,621.62,632.85,627.52
3,CN8,4G,8,12,10348.0,36988.0,42572.0,45377.0,198.0,1368.0,406.5,3254.6,6624.13,6197.65,6465.46,6485.91,6146.82,6229.28,6478.18,6262.88,6652.03,6308.47,6216.13,6293.75,639.78,638.1,627.71,638.56,632.64,643.48,642.35,647.55,656.59,644.02,645.11,652.08
4,CN8,4G,16,12,47658.0,83572.0,106431.0,151414.0,0.0,0.0,0.0,2517.8,6245.3,6139.59,6976.16,6203.97,5995.78,6037.87,6035.71,6184.49,6838.06,6108.47,6037.41,6011.67,617.81,618.84,625.77,614.17,611.78,610.4,610.31,612.53,614.03,615.54,611.81,610.97
5,CN8,8G,1,12,810.0,1046.0,2156.0,5276.0,1212.0,1527.0,1432.34,1504.4,2860.6,2842.47,2929.71,2831.3,2818.19,2767.15,2759.12,2847.93,2809.93,2803.94,2748.8,2735.69,305.51,304.37,305.3,303.66,299.35,298.03,298.78,298.26,297.32,299.05,297.43,297.47
6,CN8,8G,2,12,1025.0,1266.0,1693.0,1963.0,1198.0,1410.0,1304.06,2689.0,5250.89,5240.42,5517.82,5401.99,5135.69,5151.37,5301.95,5377.39,4919.28,4822.21,4752.56,4803.95,548.03,557.17,558.26,555.8,547.07,546.9,560.89,548.07,507.55,509.52,507.32,507.43
7,CN8,8G,4,12,986.0,21785.0,24379.0,25480.0,516.0,1424.0,900.68,3667.4,6359.51,6208.98,6340.69,6281.18,6303.47,6345.41,6406.39,6747.05,6866.51,6402.93,6491.95,6508.95,656.75,653.93,647.1,640.61,658.86,665.58,666.22,674.04,680.29,672.61,680.01,677.29
8,CN8,8G,8,12,26765.0,41262.0,49335.0,96993.0,187.0,1394.0,330.53,2700.2,6337.28,6238.93,6344.56,6348.61,6162.91,6252.99,6240.32,6580.44,6670.83,6185.6,6179.61,6234.6,649.2,648.14,651.62,650.49,640.67,645.22,645.36,652.9,643.27,639.04,641.27,641.68
9,CN8,8G,16,12,50909.0,90125.0,102865.0,153092.0,0.0,0.0,0.0,2371.6,6151.56,6168.27,6347.41,6264.54,6233.27,6215.6,6180.88,6217.96,6211.88,6216.76,6216.44,6121.77,627.05,631.96,643.21,633.54,637.64,631.46,631.85,633.57,630.73,634.67,633.73,625.53
10,CN8,16G,1,12,774.0,915.0,1338.0,1837.0,1273.0,1534.0,1449.55,1520.6,3337.91,3467.89,3550.38,3499.49,3336.08,3394.26,3342.82,3378.19,3270.6,3273.35,3302.08,3470.53,356.87,375.04,375.98,375.9,359.98,360.02,360.4,360.92,351.71,352.0,351.41,368.8
11,CN8,16G,2,12,1018.0,1247.0,1591.0,1879.0,1237.0,1419.0,1318.62,2746.6,6133.81,6045.46,6155.59,6116.45,6086.21,6090.7,6067.65,6087.43,6138.33,6084.05,6216.45,6144.13,643.57,644.32,645.43,644.33,643.1,644.04,643.31,644.59,653.04,651.52,655.78,653.73
12,CN8,16G,4,12,1296.0,23462.0,37277.0,59035.0,412.0,1404.0,707.16,2875.0,6243.12,6237.28,6315.95,6395.41,6333.56,6359.2,6374.29,6350.18,6374.82,6355.75,6310.68,6313.57,650.33,657.87,659.67,666.45,664.99,665.73,664.3,665.18,664.29,664.63,663.56,663.45
13,CN8,16G,8,12,26818.0,41366.0,50384.0,56361.0,169.0,1382.0,299.43,2446.6,6411.51,6587.61,6522.81,6529.23,6547.51,6435.59,6532.92,6354.28,6463.91,6342.35,6514.84,6491.76,656.27,659.77,663.57,664.68,664.1,652.26,671.7,652.76,662.03,652.03,652.82,660.27
14,CN8,16G,16,12,51747.0,82680.0,100139.0,126039.0,0.0,0.0,0.0,2301.4,6574.81,6839.22,6347.68,6807.52,6526.97,6480.42,6365.45,6360.04,6512.39,6952.2,7064.49,6895.8,631.11,632.97,629.73,628.5,630.41,622.6,629.33,629.99,631.43,625.18,629.44,634.12
15,CN8,32G,1,12,756.0,851.0,1191.0,1837.0,1303.0,1540.0,1458.28,1529.4,4193.94,4119.81,4056.85,4081.59,3952.76,4018.1,3898.46,3931.48,4005.02,3888.52,3903.73,4025.68,426.17,424.75,425.42,425.15,413.01,413.85,412.72,413.4,409.72,409.16,410.69,409.21
16,CN8,32G,2,12,1404.0,2179.0,2887.0,3287.0,521.0,1422.0,1194.59,2494.6,6662.15,6589.5,6457.52,6409.38,6615.07,6589.66,6650.1,6652.91,6611.2,6563.66,6541.46,6905.4,659.99,660.14,660.44,660.7,682.07,681.99,682.31,684.33,675.88,676.61,677.18,675.89
17,CN8,32G,4,12,2518.0,25559.0,36464.0,43883.0,375.0,1433.0,618.11,2522.2,6415.24,6284.93,6520.94,6458.74,6838.53,6460.61,6353.07,6374.4,6420.89,6233.87,6512.12,6625.85,633.34,640.62,657.29,650.44,658.46,657.99,650.23,652.17,649.19,633.58,659.82,658.96
